Right_Answer,Answer,No
hunt,shot,31
hunt,dog,32
hunt,fight,32
hunt,dog,33
hunt,howl,33
hunt,dog,34
hunt,sounds,34
hunt,effort,35
hunt,excercising,36
hunt,excitement,37
hunt,fear,38
hunt,fearful,39
hunt,surprise,39
hunt,feeling,40
hunt,pain,40
hunt,fighting,41
hunt,fighting,42
hunt,sound,42
hunt,finally,43
hunt,firing,44
hunt,bullet,44
hunt,frustration,45
hunt,groaning,46
hunt,gun,47
hunt,gun,48
hunt,firing,48
hunt,gun,49
hunt,shot,49
hunt,gun,50
hunt,shot,50
hunt,pretence,50
hunt,gun,51
hunt,shots,51
hunt,gunfire,52
hunt,guns,53
hunt,shooting,53
hunt,gunshots,54
hunt,gunshots,55
hunt,sounds,55
hunt,hit,56
hunt,hitting,57
hunt,howl,58
hunt,howl,59
hunt,and,59
hunt,shots,59
hunt,howling,60
hunt,human,61
hunt,imitating,61
hunt,shotgun,61
hunt,hunting,62
hunt,hunting,63
hunt,wolves,63
hunt,i,64
hunt,am,64
hunt,upset,64
hunt,i,65
hunt,kill,65
hunt,you,65
hunt,i,66
hunt,killed,66
hunt,a,66
hunt,dog,66
hunt,imagined,67
hunt,imitating,68
hunt,gun,68
hunt,sounds,68
hunt,irritated,69
hunt,jump,70
hunt,karate,71
hunt,karate,72
hunt,cry,72
hunt,karate,73
hunt,sounds,73
hunt,killing,74
hunt,a,74
hunt,dog,74
hunt,let's,75
hunt,go,75
hunt,lunge,76
hunt,"men’,s",77
hunt,strange,77
hunt,sounds,77
hunt,men’s,78
hunt,phhhh,78
hunt,ohhh,79
hunt,lack,79
hunt,old,80
hunt,man,80
hunt,ooooh,81
hunt,waah!,81
hunt,overcome,82
hunt,obstacle,82
hunt,oww,83
hunt,pichu,83
hunt,pichu,83
hunt,play,84
hunt,pew,85
hunt,pew-pew-peew,86
hunt,play,87
hunt,playful,88
hunt,noises,88
hunt,playfulness,89
hunt,pug,90
hunt,pug,90
hunt,pug,90
hunt,punchs,91
hunt,rage,92
hunt,ready,93
hunt,for,93
hunt,fight,93
hunt,shoot,94
hunt,shout,95
hunt,sound,96
hunt,scare,97
hunt,scream,98
hunt,shock,99
hunt,shoot,100
hunt,shooting,101
hunt,shooting,102
hunt,a,102
hunt,wolf,102
hunt,shooting,103
hunt,like,103
hunt,a,103
hunt,kid,103
hunt,shooting,104
hunt,sound,104
hunt,shot,105
hunt,a,105
hunt,wolf,105
hunt,shot,106
hunt,it,106
hunt,shots,107
hunt,shots,108
hunt,fired,108
hunt,shots,109
hunt,fired,109
hunt,shout,110
hunt,of,110
hunt,surprise,110
hunt,shouting,111
hunt,siren,112
hunt,superman,113
hunt,swinging,114
hunt,urra,115
hunt,wake,116
hunt,up,116
hunt,"whine,",117
hunt,play,117
hunt,gunfire,117
hunt,wolf,118
hunt,wolf,119
hunt,being,119
hunt,shot,119
hunt,wolf,120
hunt,getting,120
hunt,hurt,120
hunt,worried,121
hunt,yell,122
hunt,a,123
hunt,dog,123
hunt,getting,123
hunt,shot,123
hunt,a,124
hunt,wolf,124
hunt,a,125
hunt,wolf,125
hunt,being,125
hunt,shot,125
hunt,adult,126
hunt,voice,126
hunt,affirmative,127
hunt,airplane,128
hunt,alert,129
hunt,alert,130
hunt,to,130
hunt,stop,130
hunt,anger,131
hunt,angry,132
hunt,angry,133
hunt,fighter,133
hunt,animals,134
hunt,get,134
hunt,shot,134
hunt,annoyed,135
hunt,aohoo,136
hunt,ptchu,136
hunt,ptchu,136
hunt,aow,137
hunt,ptius,137
hunt,ptius,137
hunt,aoww,138
hunt,patcho,138
hunt,patcho,138
hunt,ew,138
hunt,arrchhh,139
hunt,picho,139
hunt,pichoo,139
hunt,whine,139
hunt,attack,140
hunt,attakc,141
hunt,noices,141
hunt,attention,142
hunt,aurrn,143
hunt,pshupshu,143
hunt,auuu,144
hunt,ptchptch,144
hunt,mm,144
hunt,auuuu,145
hunt,auuuu,146
hunt,hnhn,146
hunt,auuuuuu,147
hunt,pshhh,147
hunt,pshh,147
hunt,awoo,148
hunt,chow,148
hunt,chow,148
hunt,awoooooo,149
hunt,patschoo,149
hunt,patschoo,149
hunt,awrg,150
hunt,turp,150
hunt,turp,150
hunt,baaaarkkk,151
hunt,bang,152
hunt,bang,153
hunt,bang,153
hunt,bang,154
hunt,bang,154
hunt,bang,154
hunt,barking,155
hunt,barking,156
hunt,dog,156
hunt,battle,157
hunt,cry,157
hunt,blowing,158
hunt,blowing,159
hunt,?,159
hunt,boxing,160
hunt,breaking,161
hunt,"bullets,",162
hunt,guns,162
hunt,fired,162
hunt,calling,163
hunt,animal,163
hunt,canine,164
hunt,in,164
hunt,distress,164
hunt,car,165
hunt,going,165
hunt,by,165
hunt,cat,166
hunt,games,166
hunt,child,167
hunt,come,168
hunt,here,168
hunt,fast,168
hunt,cry,169
hunt,out,169
hunt,danger,170
hunt,dead,171
hunt,destroy,172
hunt,disgusting,173
hunt,dodging,174
hunt,a,174
hunt,near,174
hunt,miss,174
hunt,dog,175
hunt,dog,176
hunt,and,176
hunt,gun,176
hunt,dog,177
hunt,and,177
hunt,human,177
hunt,playing,177
hunt,dog,178
hunt,and,178
hunt,shots,178
hunt,dog,179
hunt,and,179
hunt,weapon,179
hunt,dog,180
hunt,bark,180
hunt,dog,181
hunt,barking,181
hunt,dog,182
hunt,being,182
hunt,shot,182
hunt,dog,183
hunt,cry,183
hunt,dog,184
hunt,fight,184
hunt,dog,185
hunt,getting,185
hunt,hurt,185
hunt,dog,186
hunt,hitting,186
hunt,dog,187
hunt,playing,187
hunt,dead,187
hunt,dog,188
hunt,sound,188
hunt,dog,189
hunt,whining,189
hunt,dog,190
hunt,woofing,190
hunt,"dog,",191
hunt,man,191
hunt,doing,192
hunt,impressions,192
hunt,don't,193
hunt,know,193
hunt,dont,194
hunt,know,194
hunt,door,195
hunt,opening,195
hunt,dying,196
hunt,dog,196
hunt,from,196
hunt,bullets,196
hunt,effort,197
hunt,emergency,198
hunt,energetic,199
hunt,excited,200
hunt,exclamation,201
hunt,exertion,202
hunt,"exertion,",203
hunt,hard,203
hunt,exhaust,204
hunt,fake,205
hunt,guns,205
hunt,fake,206
hunt,shooting,206
hunt,fatigue,207
hunt,fear,208
hunt,feigning,209
hunt,hurt,209
hunt,fight,210
hunt,fight,211
hunt,scream,211
hunt,fighting,212
hunt,fighting,213
hunt,chop,213
hunt,finger,214
hunt,shooting,214
hunt,finishing,215
hunt,something,215
hunt,big,215
hunt,fire,216
hunt,gun,216
hunt,force,217
hunt,fright,218
hunt,frustrated,219
hunt,get,220
hunt,away,220
hunt,getting,221
hunt,hit,221
hunt,getting,222
hunt,up,222
hunt,going,223
hunt,up,223
hunt,grunt,224
hunt,grunting,225
hunt,gun,226
hunt,gun,227
hunt,fights,227
hunt,gun,228
hunt,firing,228
hunt,gun,229
hunt,impression,229
hunt,gun,230
hunt,noises,230
hunt,gun,231
hunt,shoot,231
hunt,mimic,231
hunt,gun,232
hunt,shooting,232
hunt,gun,233
hunt,shots,233
hunt,gun,234
hunt,sound,234
hunt,gun,235
hunt,sounds,235
hunt,gunfire,236
hunt,guns,237
hunt,gunshot,238
hunt,gunshots,239
hunt,hoola,240
hunt,houl,241
hunt,laser,241
hunt,phaser,241
hunt,houl,241
hunt,how,242
hunt,could,242
hunt,you?,242
hunt,howl,243
hunt,howl,244
hunt,and,244
hunt,shot,244
hunt,howl,245
hunt,chu,245
hunt,chu,245
hunt,howl,246
hunt,gunshot,246
hunt,hurt,246
hunt,howl,247
hunt,psht,247
hunt,wimper,247
hunt,"howl,",248
hunt,gunfire,248
hunt,howling,249
hunt,howling,250
hunt,dog,250
hunt,"howling,",251
hunt,"shooting,",251
hunt,whimpering,251
hunt,"howling,",252
hunt,"shots,",252
hunt,whimper,252
hunt,hunter,253
hunt,hunting,254
hunt,hunting,255
hunt,a,255
hunt,wolf,255
hunt,hurry,256
hunt,up,256
hunt,hurt,257
hunt,hurt,258
hunt,dog,258
hunt,hurt,259
hunt,in,259
hunt,fight,259
hunt,hurt,260
hunt,wolf,260
hunt,hurting,261
hunt,dog,261
hunt,huu-a,262
hunt,if,263
hunt,a,263
hunt,puppy,263
hunt,and,263
hunt,an,263
hunt,owl,263
hunt,had,263
hunt,a,263
hunt,baby,263
hunt,imitate,264
hunt,shooting,264
hunt,imitating,265
hunt,gun,265
hunt,shots,265
hunt,imitating,266
hunt,shooting,266
hunt,imitating,267
hunt,shooting,267
hunt,dog,267
hunt,imitation,268
hunt,of,268
hunt,shooting,268
hunt,indian,269
hunt,injured,270
hunt,intent,271
hunt,irritated,272
hunt,jump,273
hunt,kapow,274
hunt,karate,275
hunt,karate,276
hunt,attack,276
hunt,karate,277
hunt,blow,277
hunt,kicking,278
hunt,killing,279
hunt,wolf,279
hunt,laser,280
hunt,beam,280
hunt,laser,281
hunt,beams,281
hunt,late,282
hunt,at,282
hunt,night,282
hunt,lifting,283
hunt,lounge,284
hunt,making,285
hunt,shooting,285
hunt,sounds,285
hunt,man,286
hunt,meowing,287
hunt,mimic,288
hunt,gun,288
hunt,moans,289
hunt,mouthed,290
hunt,shooting,290
hunt,sounds,290
hunt,o,291
hunt,la,291
hunt,ohh,292
hunt,a,292
hunt,(like,292
hunt,a,292
hunt,karate,292
hunt,chop),292
hunt,ohwa,293
hunt,ohwah,294
hunt,ooh,295
hunt,wa!,295
hunt,oooh,296
hunt,raah,296
hunt,ooowak,297
hunt,opla,298
hunt,ouch,299
hunt,owla,300
hunt,pahhoow-pahhoow-pahhoow,301
hunt,pau,302
hunt,pau,302
hunt,pew,303
hunt,pew,303
hunt,pew,303
hunt,pew,304
hunt,pew,304
hunt,pew,304
hunt,(shooting,304
hunt,noise),304
hunt,pewpewpew,305
hunt,phew,306
hunt,phew,306
hunt,phew,306
hunt,phhh,307
hunt,phhh,307
hunt,phhh,307
hunt,phoophoophoo,308
hunt,physical,309
hunt,exertion,309
hunt,piou,310
hunt,piou,310
hunt,pistol,311
hunt,play,312
hunt,dog,312
hunt,play,313
hunt,with,313
hunt,dog,313
hunt,playing,314
hunt,playing,315
hunt,a,315
hunt,game,315
hunt,playing,316
hunt,with,316
hunt,weapons,316
hunt,pohpohuk,317
hunt,pokemon,318
hunt,fight,318
hunt,pow,319
hunt,pow,319
hunt,pow,319
hunt,pretend,320
hunt,gun,320
hunt,shooting,320
hunt,/,320
hunt,cowboys,320
hunt,projectiles,321
hunt,pu,322
hunt,puh,322
hunt,puh,322
hunt,puh,323
hunt,puh,323
hunt,puh-ow,324
hunt,puh-ow,324
hunt,puh-ow,324
hunt,pull,325
hunt,punching,326
hunt,puppy,327
hunt,raising,328
hunt,up,328
hunt,roar,329
hunt,rumble,330
hunt,scare,331
hunt,scare,332
hunt,someone,332
hunt,scaring,333
hunt,scaring,334
hunt,off,334
hunt,animals,334
hunt,scream,335
hunt,screaming,336
hunt,shoot,337
hunt,shoot,338
hunt,the,338
hunt,dog,338
hunt,shooting,339
hunt,shooting,340
hunt,a,340
hunt,dog,340
hunt,shooting,341
hunt,a,341
hunt,gun,341
hunt,shooting,342
hunt,a,342
hunt,wolf,342
hunt,shooting,343
hunt,animals,343
hunt,shooting,344
hunt,at,344
hunt,something,344
hunt,shooting,345
hunt,wolf,345
hunt,"shooting,",346
hunt,dog,346
hunt,shoots,347
hunt,shot,348
hunt,shots,349
hunt,shots,350
hunt,fired,350
hunt,shout,351
hunt,and,351
hunt,grunt,351
hunt,shouting,352
hunt,shove,353
hunt,away,353
hunt,show,354
hunt,sick,355
hunt,sing,356
hunt,spit,357
hunt,standing,358
hunt,up,358
hunt,stay,359
hunt,away,359
hunt,straighten,360
hunt,up,360
hunt,strain,361
hunt,strength,362
hunt,stretch,363
hunt,strong,364
hunt,sword,365
hunt,wielding,365
hunt,tennis,366
hunt,terrible,367
hunt,thing,367
hunt,there,368
hunt,tired,369
hunt,to,370
hunt,encourage,370
hunt,to,371
hunt,shoot,371
hunt,a,371
hunt,gun,371
hunt,uh-lah,372
hunt,uhhwah,373
hunt,urraa,374
hunt,urrgha,375
hunt,uuu,376
hunt,wap,376
hunt,uuua!,377
hunt,uuuha,378
hunt,uuuuu,379
hunt,aaaaa,379
hunt,waking,380
hunt,up,380
hunt,war,381
hunt,warrior,382
hunt,watch,383
hunt,out,383
hunt,weapon,384
hunt,"weapon,",385
hunt,shooting,385
hunt,whining,386
hunt,whoo,387
hunt,ah,387
hunt,wolf,388
hunt,wolf,389
hunt,and,389
hunt,cartoon,389
hunt,wolf,390
hunt,being,390
hunt,shot,390
hunt,wolf,391
hunt,dying,391
hunt,wolf,392
hunt,getting,392
hunt,shot,392
hunt,wolf,393
hunt,killed,393
hunt,wolf,394
hunt,killing,394
hunt,wolf,395
hunt,noise,395
hunt,wolf,396
hunt,shot,396
hunt,dead,396
hunt,wolf,397
hunt,shot?,397
hunt,wolf,398
hunt,sound,398
hunt,wolf,399
hunt,voice,399
hunt,wooha,400
hunt,wounded,401
hunt,wolf,401
hunt,yawn,402
hunt,yawn?,403
hunt,yelling,404
hunt,yelp,405
hunt,yuck,406
hunt,NA,407
knife,amsr,1
knife,annoyance,2
knife,attacking,3
knife,attention,4
knife,awkward,5
knife,barking,6
knife,"barking,",7
knife,imitating,7
knife,dog,7
knife,be,8
knife,quiet,8
knife,blow,9
knife,blowing,10
knife,blowing,11
knife,air,11
knife,blowing,12
knife,off,12
knife,candle,12
knife,breathing,13
knife,call,14
knife,calling,15
knife,calm,16
knife,environment,16
knife,sound,16
knife,carve,17
knife,catching,18
knife,something,18
knife,come,19
knife,here,19
knife,cough,20
knife,cut,21
knife,it,21
knife,cutting,22
knife,cutting,23
knife,something,23
knife,cutting,24
knife,wood,24
knife,dog,25
knife,don't,26
knife,know,26
knife,danger,27
knife,duck,28
knife,quack,28
knife,excercise,29
knife,exercise,30
knife,exertion,31
knife,fast/fighting,32
knife,fasten,33
knife,some,33
knife,screws,33
knife,feeling,34
knife,sick,34
knife,finish,35
knife,go,36
knife,away,36
knife,growning,37
knife,hit,38
knife,hush,39
knife,i,40
knife,killed,40
knife,it,40
knife,i,41
knife,see,41
knife,inhaling,42
knife,air,42
knife,ju,43
knife,ju,43
knife,wuip,43
knife,karate,44
knife,lauching,45
knife,lazo,46
knife,martial,47
knife,arts,47
knife,men’s,48
knife,huuu,48
knife,men’s,49
knife,shhhhiitt,49
knife,mouth,50
knife,mouth,51
knife,sound,51
knife,noise,52
knife,with,52
knife,mouth...uiiikk,52
knife,not,53
knife,sure,53
knife,oh,54
knife,no,54
knife,playful,55
knife,playing,56
knife,with,56
knife,a,56
knife,mini,56
knife,wooden,56
knife,sword,56
knife,playing,57
knife,with,57
knife,wooden,57
knife,sword,57
knife,punch,58
knife,quick,59
knife,quick,60
knife,snap,60
knife,quickly,61
knife,quiet,62
knife,signaling,63
knife,sound,64
knife,spitting,65
knife,sawing,66
knife,scare,67
knife,sh*t,68
knife,or,68
knife,sugar,68
knife,sharp,69
knife,shifting,70
knife,shit,71
knife,shooshing,72
knife,short,73
knife,blowing,73
knife,shush,74
knife,shushing,75
knife,someone,75
knife,shut,76
knife,it,76
knife,shut,77
knife,up,77
knife,sickness,78
knife,sign,79
knife,signal,80
knife,silence,81
knife,sip,82
knife,skipping,83
knife,slingshot,84
knife,small,85
knife,blowing,85
knife,snoring,86
knife,spin,87
knife,spit,88
knife,spitting,89
knife,spitting,90
knife,imitation,90
knife,strange,91
knife,low,91
knife,sounds,91
knife,strange,92
knife,sound,92
knife,summon,93
knife,swearing,94
knife,swinging,95
knife,a,95
knife,rope,95
knife,swoosh,96
knife,sword,97
knife,throat,98
knife,sound,98
knife,tennis,99
knife,throw,100
knife,throwing,101
knife,throwing,102
knife,punches,102
knife,to,103
knife,spit,103
knife,uf...um,104
knife,up,105
knife,and,105
knife,away,105
knife,using,106
knife,a,106
knife,knife,106
knife,using,107
knife,a,107
knife,wip,107
knife,walk,108
knife,steps,108
knife,weak,109
knife,wet,110
knife,"slippers,",110
knife,walking,110
knife,whack,111
knife,whip,112
knife,whip,113
knife,whp,113
knife,whip,113
knife,whipping,114
knife,whipping,115
knife,towel,115
knife,whisper,116
knife,whistle,117
knife,whoh.,118
knife,whooh.,118
knife,whick.,118
knife,whoosh,119
knife,windy,120
knife,adults,121
knife,talking,121
knife,child,121
knife,air,122
knife,sound,122
knife,angry,123
knife,knocking,123
knife,animal,124
knife,drinking,124
knife,arrows,125
knife,flying,125
knife,by,125
knife,asking,126
knife,for,126
knife,silence,126
knife,athlete,127
knife,attempt,128
knife,attention,129
knife,badminton,130
knife,bark,131
knife,barking,132
knife,be,133
knife,quiet,133
knife,beat,134
knife,box,134
knife,bird,135
knife,blacksmith,136
knife,blow,137
knife,blow,138
knife,sound,138
knife,blowing,139
knife,boar,140
knife,boomerang,141
knife,bored,142
knife,boxing,143
knife,breathe,144
knife,breathing,145
knife,call,146
knife,atention,146
knife,call,147
knife,someone,147
knife,calling,148
knife,calling,149
knife,discrete,149
knife,calling,150
knife,someone,150
knife,candle,151
knife,catcalling,152
knife,check,153
knife,chete,154
knife,chewing,155
knife,eating,155
knife,chicken,156
knife,child,157
knife,spitting,157
knife,chu,158
knife,chu,158
knife,chuik,158
knife,clear,159
knife,throat,159
knife,come,160
knife,come,161
knife,on,161
knife,come,162
knife,or,162
knife,stop,162
knife,countdown,163
knife,crafting,164
knife,cua,165
knife,cua,165
knife,cut,166
knife,cutting,167
knife,cutting,168
knife,grass,168
knife,cutting,169
knife,through,169
knife,air,169
knife,damn,170
knife,digging,171
knife,direction,172
knife,distracted,173
knife,do,174
knife,it,174
knife,quietly,174
knife,dodge,175
knife,dodging,176
knife,dog,177
knife,dog,178
knife,barking,178
knife,dog,179
knife,sound,179
knife,don't,180
knife,know,180
knife,dont,181
knife,know,181
knife,door,182
knife,knock,182
knife,draw,183
knife,attention,183
knife,drop,184
knife,duck,185
knife,ducks,186
knife,duel,187
knife,eating,188
knife,everybody,189
knife,excersise,190
knife,excited,191
knife,exercise,192
knife,exercising,193
knife,fast,194
knife,fast,195
knife,movement,195
knife,fast,196
knife,movement,196
knife,of,196
knife,a,196
knife,stick,196
knife,fast,197
knife,swings,197
knife,fast,198
knife,whips,198
knife,faster,199
knife,fight,200
knife,fight,201
knife,sound,201
knife,mimic,201
knife,fighting,202
knife,fighting,203
knife,chops,203
knife,finish,204
knife,flew,205
knife,flip,206
knife,fly,207
knife,flying,208
knife,flying.,209
knife,frog,210
knife,game,211
knife,getting,212
knife,the,212
knife,attention,212
knife,of,212
knife,someone,212
knife,go,213
knife,away,213
knife,go,214
knife,head,214
knife,goow,215
knife,goow,215
knife,weeck,215
knife,guic,216
knife,gun,217
knife,heat,218
knife,heet,219
knife,hey,220
knife,hhhgtp,221
knife,hic,222
knife,up,222
knife,hiss,223
knife,hissing,224
knife,nasally,224
knife,hit,225
knife,hit-uh,226
knife,hitting,227
knife,something,227
knife,hoo-hoo-hoo-hoot,228
knife,horse,229
knife,hu,230
knife,hu,230
knife,huick,230
knife,huick,231
knife,huigh,232
knife,hum,233
knife,hum,233
knife,hum,233
knife,whum,233
knife,hush,234
knife,hwho,235
knife,whoo,235
knife,wheek,235
knife,i,236
knife,dont,236
knife,know,236
knife,imitation,237
knife,whip,237
knife,sound,237
knife,injection,238
knife,jumping,239
knife,jumping,240
knife,rope,240
knife,knife,241
knife,fight,241
knife,kung,242
knife,fu,242
knife,fighting,242
knife,lasso,243
knife,lasso,244
knife,beat,244
knife,lifting,245
knife,heavy,245
knife,weight,245
knife,marching,246
knife,martial,247
knife,arts,247
knife,mouse,248
knife,mouth,249
knife,sounds,249
knife,movement,250
knife,moving,251
knife,fast,251
knife,nice,252
knife,try,252
knife,noise,253
knife,nudge,254
knife,nunchucks,255
knife,oil,256
knife,spill,256
knife,open,257
knife,pay,258
knife,attention,258
knife,phet,259
knife,pig,260
knife,sound,260
knife,playfulness,261
knife,pond,262
knife,pss,263
knife,psst,264
knife,pst!,265
knife,pulling,266
knife,out,266
knife,punches,267
knife,sound,267
knife,punching,268
knife,push,269
knife,qua,270
knife,qua,270
knife,quick,270
knife,quack,271
knife,quack,271
knife,quack,272
knife,quack,272
knife,quack,272
knife,quacking,273
knife,quick,274
knife,quiet,275
knife,quiet,276
knife,down,276
knife,random,277
knife,reload,278
knife,reverse,279
knife,cough,279
knife,rope,280
knife,swinging,280
knife,running,281
knife,sand,282
knife,something,282
knife,scared,283
knife,scchct,284
knife,schip,285
knife,scrape,286
knife,seethe,287
knife,shake,288
knife,the,288
knife,stick,288
knife,sheeth,289
knife,shh,290
knife,shhheet,291
knife,shhing,292
knife,shisssst,293
knife,shit,294
knife,shito,295
knife,shoo,296
knife,away,296
knife,shooting,297
knife,arrow,297
knife,shush,298
knife,shushing,299
knife,shut,300
knife,shut,301
knife,up,301
knife,shutting,302
knife,up,302
knife,sigh,303
knife,signaling,304
knife,silence,305
knife,sip,306
knife,sit,307
knife,siuuut,308
knife,slap,309
knife,slashes,310
knife,slashing,311
knife,sound,311
knife,slashing,312
knife,sounds,312
knife,slaying,313
knife,slice,314
knife,slicing,315
knife,slide,316
knife,sliding,317
knife,open,317
knife,slient,318
knife,slip,319
knife,slurp,320
knife,small,321
knife,dog,321
knife,small,322
knife,mammal,322
knife,small,323
knife,spray,323
knife,can,323
knife,sneeze,324
knife,snip,325
knife,soda,326
knife,something,327
knife,whiffing,327
knife,speakng,328
knife,td,328
knife,someone,328
knife,"speed,",329
knife,"fast,",329
knife,avoiding,329
knife,spinning,330
knife,spit,331
knife,spiting,332
knife,spitting,333
knife,spitting,334
knife,out,334
knife,sound,334
knife,spittle,335
knife,squeeky,336
knife,shoes,336
knife,stabbing,337
knife,stay,338
knife,there,338
knife,stick,339
knife,stop,340
knife,it,340
knife,strap,341
knife,in,341
knife,air,341
knife,stress,342
knife,relief,342
knife,swallow,343
knife,swatting,344
knife,swear,345
knife,swearing,346
knife,sweep,347
knife,swinging,348
knife,swinging,349
knife,a,349
knife,bat,349
knife,swinging,350
knife,a,350
knife,racket,350
knife,swinging,351
knife,a,351
knife,sword,351
knife,swinging,352
knife,rope,352
knife,swinging,353
knife,something,353
knife,"swinging,",354
knife,hitting,354
knife,swiping,355
knife,swirling,356
knife,swish,357
knife,swishing,358
knife,swoosh,359
knife,sword,360
knife,sword,361
knife,swings,361
knife,sword,362
knife,swoosh,362
knife,sword/weapon,363
knife,sound,363
knife,tch,364
knife,tear,365
knife,telling,366
knife,secrets,366
knife,throw,367
knife,throwing,368
knife,throwing,369
knife,discus,369
knife,throwing,370
knife,object,370
knife,throwing,371
knife,punches,371
knife,throwing,372
knife,something,372
knife,"tiredness,",373
knife,feeling,373
knife,exhausted,373
knife,to,374
knife,play,374
knife,train,375
knife,training,376
knife,trick,377
knife,tsst..,378
knife,psst,378
knife,turning,379
knife,knob,379
knife,uhuh,380
knife,uhic,380
knife,uhuouh,381
knife,unclear,382
knife,vum,383
knife,vum,383
knife,waak,384
knife,waak,384
knife,waak,384
knife,wait,385
knife,walk,386
knife,walking,387
knife,warm,388
knife,up,388
knife,water,389
knife,coming,389
knife,out,389
knife,wauauwaus,390
knife,waving,391
knife,something,391
knife,quickly,391
knife,in,391
knife,the,391
knife,air,391
knife,wchwchwch,392
knife,weak,393
knife,weapon,394
knife,weapon,395
knife,stick,395
knife,weapon,396
knife,swing,396
knife,weeet,397
knife,wheeze,398
knife,whew,399
knife,whew,399
knife,whick,399
knife,whip,400
knife,whip,401
knife,whip,401
knife,whip,402
knife,whip,402
knife,whip,402
knife,whipping,403
knife,whips,404
knife,whisper,405
knife,whispering,406
knife,whistling,407
knife,who,408
knife,who,409
knife,who,409
knife,who,409
knife,whock,410
knife,whock,410
knife,whock,410
knife,whock,410
knife,whoo,411
knife,whoo,411
knife,wick,411
knife,whoo-whoo-week,412
knife,whoop,413
knife,whoop,413
knife,whoop,413
knife,whoop,414
knife,whoop,414
knife,whoop,414
knife,whoop,414
knife,whooping,415
knife,sounds,415
knife,whoosh,416
knife,whoosing,417
knife,whoowhhowhoo,418
knife,whoowhoowhoowhoo,419
knife,whowhick,420
knife,wind,421
knife,wind,422
knife,up,422
knife,hit,422
knife,windy,423
knife,wit,424
knife,wit,424
knife,wit,424
knife,haa,424
knife,wo,425
knife,wo,425
knife,wo,425
knife,wo,425
knife,work,426
knife,out,426
knife,working,427
knife,wowohuic,428
knife,zip,429
knife,zip,430
knife,it,430
knife,zoom,431
knife,zoom,431
knife,zoom,431
knife,“shush!”,432
knife,NA,433
man,aa,1
man,"aah,",1
man,ooh,1
man,ohhh,1
man,aa,2
man,oooo,2
man,aaaah?,3
man,abrupt,4
man,realization,4
man,acceptance,5
man,acknowledge,6
man,admired,7
man,adult,8
man,singing,8
man,agreeable,9
man,agreement,10
man,alert,11
man,amazed,12
man,anger,13
man,annoyed,14
man,babbling,15
man,bewildered,16
man,bother,17
man,calm,18
man,down,18
man,christmas,19
man,"complaint,",20
man,agitation,20
man,confusion,21
man,creation,22
man,danger,23
man,disapproval,24
man,disbelief,25
man,discomfort,26
man,disgust,27
man,disgusting,28
man,do,29
man,not,29
man,like,29
man,don’t,30
man,agree,30
man,enthusiastic,31
man,agreeing,31
man,evil,32
man,laugh,32
man,exciting,33
man,exclaiming,34
man,fear,35
man,finding,36
man,out,36
man,something,36
man,fool,37
man,funny,38
man,funny,39
man,but,39
man,unsettling,39
man,gross,40
man,grunting,41
man,grunting,42
man,in,42
man,agreement,42
man,ha,43
man,ha,43
man,ho,43
man,ho,43
man,ho,43
man,haaaaauh,44
man,haha,45
man,ohohoh,45
man,haha,46
man,hoho,46
man,ho,46
man,happiness,47
man,hard,48
man,work,48
man,hello,49
man,ho,50
man,ho,50
man,hold,51
man,on,51
man,hoo,52
man,hoo,52
man,how,53
man,are,53
man,you?,53
man,hurting,54
man,huumhuum,55
man,i,56
man,knew,56
man,it,56
man,i,57
man,see,57
man,i,58
man,told,58
man,you,58
man,so,58
man,i,59
man,understand,59
man,now,59
man,imitating,60
man,impressed,61
man,irritated,62
man,surprise,62
man,japanese,63
man,japanese,64
man,nods,64
man,his,64
man,head,64
man,joker,65
man,jokes,66
man,joking,67
man,laugh,68
man,laugh,69
man,laughing,70
man,laughter,71
man,lets,72
man,go,72
man,like,73
man,asian,73
man,person,73
man,listen,74
man,to,74
man,me,74
man,look,75
man,who's,75
man,here,75
man,loud,76
man,laugh,76
man,male,77
man,inarticulate,77
man,sounds,77
man,man,78
man,playing,78
man,men’s,79
man,huhuuu,79
man,men’s,80
man,oooo,80
man,mock,81
man,laughing,81
man,mocking,82
man,laughter,82
man,monster,83
man,mr,84
man,bean,84
man,nodding,85
man,notice,86
man,me,86
man,laugh,86
man,now,87
man,i,87
man,know,87
man,oh,88
man,i,88
man,understand,88
man,oh,89
man,"no,",89
man,"no,",89
man,oh,90
man,oh,90
man,oh,91
man,really?,91
man,ohhh,92
man,okay,93
man,old,94
man,guy,94
man,suprised,94
man,oooh,95
man,ooooh,96
man,"ow,",97
man,noise,97
man,of,97
man,pain,97
man,person,98
man,refuting,98
man,comments,98
man,pirate,99
man,proud,100
man,or,100
man,victorious,100
man,realization,101
man,"realisation,",102
man,impressed,102
man,roar,103
man,sound,104
man,sant,105
man,claus,105
man,santa,106
man,claus,106
man,sound,106
man,santa,107
man,claus,107
man,sarcasm,108
man,sarcastic,109
man,laugh,109
man,satisfaction,110
man,satisfied,111
man,scaring,112
man,scary,113
man,villian,113
man,shivers,114
man,of,114
man,disgust,114
man,shock,115
man,silly,116
man,mouth,116
man,sound,116
man,sinister,117
man,laugh,117
man,so,118
man,funny,118
man,starting,119
man,an,119
man,engine,119
man,strange,120
man,laugh,120
man,super,121
man,mario,121
man,surprise,122
man,take,123
man,it,123
man,thats,124
